account,protested,year,Neighborhood_Code,neighborhood,neighborhood_group,map_facet,street_address,zipcode,market_value,prior_market_value,change_in_market_value,pct_change_in_market_value
931920000061,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10015 WICKERSHAM LN,77042,477827.0,485227.0,-9871.0,-0.020343055930523213
931920000062,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10011 WICKERSHAM LN,77042,524982.0,534675.0,-20208.0,-0.03779492214896896
931920000063,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10007 WICKERSHAM LN,77042,488695.0,506766.0,-18071.0,-0.035659456238184895
931920000064,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956D,10003 WICKERSHAM LN,77042,628106.0,585860.0,42246.0,0.07210937766701941
931930000065,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10002 WICKERSHAM LN,77042,646126.0,638565.0,7561.0,0.011840611370808052
931930000066,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10006 WICKERSHAM LN,77042,487182.0,478860.0,3545.0,0.007402998788790027
931930000067,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10010 WICKERSHAM LN,77042,551767.0,519302.0,27533.0,0.053019245063566034
931930000068,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10014 WICKERSHAM LN,77042,809078.0,546793.0,262285.0,0.47967878154987353
931930000069,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10018 WICKERSHAM LN,77042,616409.0,514923.0,88733.0,0.17232285215459409
931930000070,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10022 WICKERSHAM LN,77042,421163.0,482203.0,-61040.0,-0.12658569108860795
931930000071,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10026 WICKERSHAM LN,77042,504781.0,516188.0,-21506.0,-0.04166311498911246
931930000072,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10030 WICKERSHAM LN,77042,568588.0,526407.0,37270.0,0.07080073023345057
931930000073,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10034 WICKERSHAM LN,77042,705486.0,662002.0,43484.0,0.06568560215830166
931930000074,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10038 WICKERSHAM LN,77042,571385.0,567422.0,3963.0,0.006984219857531171
931930000075,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10042 WICKERSHAM LN,77042,616756.0,579037.0,32942.0,0.056891010419023225
931930000076,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10046 WICKERSHAM LN,77042,515213.0,526768.0,-19633.0,-0.0372706770342921
931930000077,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10050 WICKERSHAM LN,77042,600654.0,484889.0,115784.0,0.23878454656632764
931930000078,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10051 OVERBROOK LN,77042,521154.0,533061.0,-17194.0,-0.03225522032187689
931930000079,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10047 OVERBROOK LN,77042,533051.0,545134.0,-18555.0,-0.034037502705756784
931930000080,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10043 OVERBROOK LN,77042,673382.0,570000.0,98450.0,0.17271929824561405
931930000081,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10039 OVERBROOK LN,77042,588244.0,553341.0,29971.0,0.054163707370319614
931930000082,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10035 OVERBROOK LN,77042,686151.0,544026.0,138542.0,0.25466062283787916
931930000083,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10031 OVERBROOK LN,77042,567752.0,562877.0,-5292.0,-0.009401698772556033
931930000084,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10027 OVERBROOK LN,77042,482314.0,492170.0,-9856.0,-0.020025600910254626
931930000085,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10023 OVERBROOK LN,77042,,588546.0,,
931930000086,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10019 OVERBROOK LN,77042,492932.0,474603.0,13552.0,0.028554391775863275
931930000087,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10015 OVERBROOK LN,77042,487791.0,498131.0,-15117.0,-0.030347438725957576
931930000088,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10011 OVERBROOK LN,77042,605020.0,597683.0,2560.0,0.0042832069843044
931930000089,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10007 OVERBROOK LN,77042,469636.0,476162.0,-11437.0,-0.024019136344353376
931930000090,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10003 OVERBROOK LN,77042,606910.0,575408.0,24980.0,0.04341267413730776
931940000091,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10002 OVERBROOK LN,77042,524588.0,515269.0,9319.0,0.01808569892619194
931940000092,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10006 OVERBROOK LN,77042,467565.0,476294.0,-13661.0,-0.0286818645626441
931940000093,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10010 OVERBROOK LN,77042,603324.0,519322.0,84002.0,0.16175320899172374
931940000094,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10014 OVERBROOK LN,77042,617474.0,586642.0,30832.0,0.052556755227208374
931940000095,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10018 OVERBROOK LN,77042,537500.0,580867.0,-43367.0,-0.0746590871920767
931940000096,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10022 OVERBROOK LN,77042,585726.0,527773.0,47537.0,0.09007092064201849
931940000097,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10026 OVERBROOK LN,77042,577202.0,544000.0,28425.0,0.05225183823529411
931940000098,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10030 OVERBROOK LN,77042,636854.0,587149.0,44928.0,0.07651890746641832
931940000099,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10034 OVERBROOK LN,77042,509762.0,481858.0,23127.0,0.04799546754438033
931940000100,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10038 OVERBROOK LN,77042,541849.0,518439.0,18633.0,0.03594058317371962
931940000101,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10042 OVERBROOK LN,77042,510543.0,503055.0,2711.0,0.0053890727654033466
931940000102,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10046 OVERBROOK LN,77042,616965.0,567626.0,44076.0,0.07764972006215354
931940000103,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10050 OVERBROOK LN,77042,593883.0,551500.0,37451.0,0.06790752493200358
931940000104,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10051 ELLA LEE LN,77042,671034.0,585645.0,80321.0,0.137149638432839
931940000105,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10047 ELLA LEE LN,77042,519610.0,531096.0,-16418.0,-0.03091343184659645
931940000106,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10043 ELLA LEE LN,77042,646592.0,609420.0,37172.0,0.060995700830297706
931940000107,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10039 ELLA LEE LN,77042,510297.0,521953.0,-16734.0,-0.032060357924947214
931940000108,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10035 ELLA LEE LN,77042,619185.0,573823.0,40585.0,0.07072738457677707
931940000109,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10031 ELLA LEE LN,77042,508769.0,519973.0,-15981.0,-0.03073428812649892
931940000110,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10027 ELLA LEE LN,77042,649335.0,567682.0,76865.0,0.13540151000031697
931940000111,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10023 ELLA LEE LN,77042,669916.0,560000.0,102478.0,0.1829964285714285
931940000112,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10019 ELLA LEE LN,77042,494406.0,504630.0,-20162.0,-0.039954025721815944
931940000113,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10015 ELLA LEE LN,77042,636758.0,545000.0,86981.0,0.1595981651376146
931940000114,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10011 ELLA LEE LN,77042,551158.0,525000.0,26158.0,0.049824761904761816
931940000115,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10007 ELLA LEE LN,77042,495759.0,507369.0,-8047.0,-0.01586025161174609
931940000116,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10003 ELLA LEE LN,77042,576325.0,570576.0,1112.0,0.00194890777039336
931950000117,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10002 ELLA LEE LN,77042,510103.0,521453.0,-16020.0,-0.030721848373678973
931950000118,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10006 ELLA LEE LN,77042,565544.0,561575.0,-6743.0,-0.01200730089480484
931950000119,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10010 ELLA LEE LN,77042,666459.0,621592.0,40230.0,0.06472091017902426
931950000120,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10014 ELLA LEE LN,77042,511752.0,520791.0,-13816.0,-0.026528876267063017
931950000121,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10018 ELLA LEE LN,77042,659580.0,646308.0,13272.0,0.02053510091163968
931950000122,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10022 ELLA LEE LN,77042,492612.0,485182.0,2653.0,0.005468051164305265
931950000123,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10026 ELLA LEE LN,77042,646069.0,633981.0,23672.0,0.03733865841405337
931950000124,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10030 ELLA LEE LN,77042,496682.0,507600.0,-16160.0,-0.03183609141055954
931950000125,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10034 ELLA LEE LN,77042,477588.0,484131.0,-17013.0,-0.035141315057288236
931950000126,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10038 ELLA LEE LN,77042,453948.0,463138.0,4973.0,0.010737620320509178
931950000127,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10042 ELLA LEE LN,77042,556983.0,546549.0,10434.0,0.01909069452144263
931950000128,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10046 ELLA LEE LN,77042,496980.0,523316.0,-26336.0,-0.05032523370200792
931950000129,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10050 ELLA LEE LN,77042,1087974.0,895000.0,192974.0,0.21561340782122906
931950000130,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10051 PIPING ROCK LN,77042,452399.0,532640.0,-80241.0,-0.15064771703214175
931950000131,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10047 PIPING ROCK LN,77042,623307.0,612698.0,5698.0,0.009299850823733635
931950000132,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10043 PIPING ROCK LN,77042,498926.0,506081.0,-12066.0,-0.023842033192315037
931950000133,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10039 PIPING ROCK LN,77042,519254.0,527757.0,-13581.0,-0.02573343413730178
931950000134,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10035 PIPING ROCK LN,77042,521125.0,530250.0,-4470.0,-0.008429985855728406
931950000135,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10031 PIPING ROCK LN,77042,892203.0,767083.0,92835.0,0.12102340946155765
931950000136,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10027 PIPING ROCK LN,77042,649723.0,558700.0,94814.0,0.16970467155897628
931950000137,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10023 PIPING ROCK LN,77042,698120.0,574460.0,128205.0,0.22317480764544095
931950000138,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10019 PIPING ROCK LN,77042,689769.0,537432.0,160941.0,0.2994630018309292
931950000139,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10015 PIPING ROCK LN,77042,464758.0,472605.0,10020.0,0.021201637731297795
931950000140,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10011 PIPING ROCK LN,77042,479378.0,483000.0,-8399.0,-0.017389233954451355
931950000141,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10007 PIPING ROCK LN,77042,639089.0,599798.0,39291.0,0.06550705404152724
931950000142,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10003 PIPING ROCK LN,77042,509409.0,470000.0,39409.0,0.08384893617021283
931960000143,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10002 PIPING ROCK LN,77042,545587.0,512949.0,27780.0,0.05415743085569913
931960000144,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10006 PIPING ROCK LN,77042,593603.0,588782.0,44.0,7.473054543116753e-05
931960000145,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10010 PIPING ROCK LN,77042,609634.0,595000.0,14634.0,0.024594957983193222
931960000146,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10014 PIPING ROCK LN,77042,505558.0,514720.0,7711.0,0.01498096052222575
931960000147,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10018 PIPING ROCK LN,77042,483422.0,493207.0,-6626.0,-0.013434521407846955
931960000148,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10022 PIPING ROCK LN,77042,550000.0,561374.0,-11374.0,-0.020261002468942246
931960000149,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10026 PIPING ROCK LN,77042,595293.0,590521.0,-15485.0,-0.026222606816692418
931960000150,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10030 PIPING ROCK LN,77042,460000.0,484445.0,-24445.0,-0.05045980451857279
931960000151,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10034 PIPING ROCK LN,77042,467429.0,474397.0,8525.0,0.01797018109305082
931960000152,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10038 PIPING ROCK LN,77042,712397.0,661248.0,46372.0,0.07012800038714673
931960000153,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10042 PIPING ROCK LN,77042,627646.0,620634.0,2235.0,0.0036011562370092953
931960000154,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10046 PIPING ROCK LN,77042,686938.0,608000.0,61814.0,0.10166776315789483
931960000155,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10050 PIPING ROCK LN,77042,538082.0,537000.0,1082.0,0.0020148975791434154
931960000156,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10051 BURGOYNE RD,77042,535760.0,548946.0,-3698.0,-0.0067365460354934514
931960000157,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10047 BURGOYNE RD,77042,523555.0,495951.0,22526.0,0.04541980961828895
931960000158,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10043 BURGOYNE RD,77042,703446.0,657200.0,41004.0,0.062391965916007264
931960000159,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10039 BURGOYNE RD,77042,714330.0,641789.0,67764.0,0.10558610384409839
931960000160,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10035 BURGOYNE RD,77042,697197.0,653684.0,38581.0,0.05902087247049037
931960000161,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10031 BURGOYNE RD,77042,701927.0,601425.0,96885.0,0.1610924055368499
931960000162,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10027 BURGOYNE RD,77042,590124.0,582936.0,1608.0,0.0027584503273085925
931960000163,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10023 BURGOYNE RD,77042,606505.0,574898.0,26970.0,0.046912669725760026
931960000164,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10019 BURGOYNE RD,77042,633500.0,629000.0,4500.0,0.007154213036566048
931960000165,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10015 BURGOYNE RD,77042,500016.0,509795.0,-15042.0,-0.02950597789307463
931960000166,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10011 BURGOYNE RD,77042,609259.0,598270.0,6352.0,0.010617279823491144
931960000167,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10007 BURGOYNE RD,77042,553153.0,540000.0,13153.0,0.024357407407407328
931960000168,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10003 BURGOYNE RD,77042,538738.0,550278.0,-20832.0,-0.037857228528125786
931970000169,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10002 BURGOYNE RD,77042,540992.0,516616.0,24376.0,0.047183981913065054
931970000170,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10006 BURGOYNE RD,77042,591785.0,570000.0,21785.0,0.038219298245613986
931970000171,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10010 BURGOYNE RD,77042,506710.0,540946.0,-34236.0,-0.06328912682596788
931970000172,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10014 BURGOYNE RD,77042,555530.0,512731.0,37867.0,0.07385354113560516
931970000173,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10018 BURGOYNE RD,77042,652013.0,639955.0,6662.0,0.010410106960645704
931970000174,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10022 BURGOYNE RD,77042,485841.0,475000.0,10841.0,0.02282315789473688
931970000175,N,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10026 BURGOYNE RD,77042,507815.0,519415.0,-11600.0,-0.022332816726509663
931970000176,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10030 BURGOYNE RD,77042,700107.0,616970.0,83137.0,0.13475047409112273
931970000177,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10034 BURGOYNE RD,77042,706778.0,640000.0,61846.0,0.09663437500000005
931970000178,Y,2023,7947.0,BRIARGROVE PARK SEC 1,1117,4956B,10038 BURGOYNE RD,77042,807777.0,740060.0,73285.0,0.09902575466854047
